customer_id,merchant_id,recency_days,frequency,monetary_value,avg_ticket_size,tenure_days,rfm_segment,churn_risk_score
cust-07143,m-021,10,11,4552.0,413.82,306,RETURNING,5.76
cust-07144,m-011,53,6,817.06,136.18,326,AT_RISK,20.49
cust-07145,m-022,8,12,14893.56,1241.13,361,RETURNING,4.52
cust-07146,m-030,10,9,846.01,94.0,357,RETURNING,5.79
cust-07147,m-019,62,8,911.06,113.88,348,INACTIVE,21.1
cust-07149,m-020,27,7,1028.12,146.87,187,RETURNING,18.11
cust-07150,m-031,68,12,1538.24,128.19,331,INACTIVE,22.79
cust-07151,m-027,164,1,218.71,218.71,164,INACTIVE,100.0
cust-07152,m-042,110,10,1180.53,118.05,345,INACTIVE,34.52
cust-07153,m-035,14,12,15584.6,1298.72,347,RETURNING,6.33
cust-07154,m-040,57,9,1593.84,177.09,345,AT_RISK,19.47
cust-07155,m-007,88,12,12490.23,1040.85,353,INACTIVE,27.17
cust-07156,m-033,40,3,2071.83,690.61,277,NEW,21.89
cust-07157,m-044,135,7,1218.79,174.11,330,INACTIVE,44.54
cust-07158,m-006,22,10,1066.53,106.65,258,RETURNING,11.22
cust-07159,m-021,23,5,1502.82,300.56,197,RETURNING,16.62
cust-07160,m-004,23,4,4231.22,1057.8,358,RETURNING,12.41
cust-07161,m-026,29,8,639.24,79.9,295,RETURNING,13.13
cust-07162,m-036,7,10,1390.36,139.04,306,RETURNING,5.01
cust-07163,m-045,3,16,1515.77,94.74,342,LOYAL,2.64
cust-07165,m-002,96,9,7301.36,811.26,329,INACTIVE,32.09
cust-07167,m-024,22,10,5428.0,542.8,324,RETURNING,9.5
cust-07168,m-012,16,18,4418.14,245.45,342,RETURNING,6.24
cust-07171,m-024,0,9,2696.72,299.64,342,RETURNING,3.0
cust-07172,m-003,68,4,1909.59,477.4,295,INACTIVE,28.97
cust-07173,m-009,60,7,759.16,108.45,326,AT_RISK,22.1
cust-07174,m-026,12,9,1042.35,115.82,286,RETURNING,7.18
cust-07175,m-034,169,4,444.61,111.15,355,INACTIVE,53.47
cust-07176,m-031,111,3,782.07,260.69,176,INACTIVE,70.21
cust-07177,m-011,72,7,835.96,119.42,326,INACTIVE,25.77
cust-07178,m-024,115,8,1775.12,221.89,301,INACTIVE,41.41
cust-07179,m-005,51,4,636.98,159.24,136,AT_RISK,43.23
cust-07180,m-027,20,4,1554.26,388.56,135,RETURNING,20.71
cust-07181,m-023,10,9,1711.82,190.2,338,RETURNING,5.95
cust-07182,m-008,40,10,18181.24,1818.12,322,AT_RISK,15.11
cust-07183,m-025,17,5,4020.83,804.17,252,RETURNING,11.72
cust-07184,m-009,92,5,503.64,100.73,351,INACTIVE,31.14
cust-07185,m-042,47,8,566.32,70.79,285,AT_RISK,19.77
cust-07186,m-038,20,10,2142.42,214.24,318,RETURNING,9.0
cust-07187,m-005,67,10,3151.44,315.14,360,INACTIVE,21.29
cust-07188,m-047,35,11,1108.26,100.75,325,AT_RISK,13.24
cust-07189,m-005,6,6,1132.15,188.69,270,RETURNING,6.5
cust-07190,m-012,82,8,2683.47,335.43,302,INACTIVE,30.4
cust-07191,m-021,0,11,4120.63,374.6,357,RETURNING,2.5
cust-07192,m-010,4,9,1082.39,120.27,358,RETURNING,4.11
cust-07193,m-009,51,7,875.99,125.14,336,AT_RISK,18.88
cust-07194,m-015,28,6,918.98,153.16,357,RETURNING,12.11
cust-07195,m-010,12,11,1126.11,102.37,350,RETURNING,5.92
cust-07196,m-005,170,6,2290.7,381.78,364,INACTIVE,50.86
cust-07197,m-007,68,6,4886.66,814.44,337,INACTIVE,24.4
cust-07199,m-014,15,3,1230.78,410.26,241,NEW,13.7
cust-07200,m-028,27,7,1786.77,255.25,292,RETURNING,12.97
cust-07201,m-044,19,7,910.01,130.0,328,RETURNING,9.53
cust-07204,m-018,13,14,1728.3,123.45,347,RETURNING,5.74
cust-07205,m-018,42,11,1085.41,98.67,318,AT_RISK,15.67
cust-07208,m-045,0,6,472.12,78.69,110,RETURNING,4.29
cust-07209,m-031,62,9,917.28,101.92,344,INACTIVE,20.97
cust-07210,m-026,2,9,1151.17,127.91,345,RETURNING,3.58
cust-07211,m-040,47,13,3977.07,305.93,311,AT_RISK,17.21
cust-07212,m-039,6,7,1193.88,170.55,259,RETURNING,6.06
cust-07213,m-018,2,3,296.01,98.67,173,NEW,8.65
cust-07214,m-026,4,9,1036.19,115.13,361,RETURNING,4.1
cust-07215,m-005,18,6,1990.76,331.79,329,RETURNING,9.74
cust-07216,m-003,99,8,3831.71,478.96,334,INACTIVE,32.89
cust-07217,m-033,13,5,9027.15,1805.43,250,RETURNING,10.18
cust-07218,m-006,0,10,1308.79,130.88,330,RETURNING,2.73
cust-07219,m-039,9,12,1458.67,121.56,364,RETURNING,4.77
cust-07220,m-012,3,12,4599.81,383.32,350,RETURNING,3.16
cust-07221,m-045,7,8,1023.18,127.9,260,RETURNING,6.02
cust-07222,m-012,9,11,3606.66,327.88,331,RETURNING,5.21
cust-07223,m-012,40,9,2307.73,256.41,352,AT_RISK,14.33
cust-07224,m-021,19,10,3864.52,386.45,270,RETURNING,9.74
cust-07225,m-044,3,8,2401.02,300.13,346,RETURNING,4.2
cust-07226,m-003,14,11,2978.31,270.76,355,RETURNING,6.43
cust-07227,m-042,14,11,1066.13,96.92,360,RETURNING,6.38
cust-07228,m-022,81,9,8269.59,918.84,353,INACTIVE,25.88
cust-07229,m-042,36,13,1719.92,132.3,354,AT_RISK,12.28
cust-07230,m-032,12,11,10562.04,960.19,359,RETURNING,5.83
cust-07231,m-012,111,12,4497.1,374.76,331,INACTIVE,35.74
cust-07232,m-015,4,16,1941.41,121.34,328,LOYAL,2.98
cust-07233,m-038,45,4,964.08,241.02,185,AT_RISK,30.19
cust-07234,m-041,7,9,2953.28,328.14,309,RETURNING,5.26
cust-07235,m-031,43,8,822.01,102.75,320,AT_RISK,16.73
cust-07236,m-037,69,9,900.91,100.1,363,INACTIVE,21.96
cust-07237,m-009,36,10,1561.71,156.17,361,AT_RISK,12.67
cust-07238,m-016,31,9,1490.49,165.61,348,AT_RISK,11.88
cust-07239,m-014,33,4,4304.75,1076.19,226,AT_RISK,20.54
cust-07240,m-036,47,9,1417.67,157.52,333,AT_RISK,17.07
cust-07241,m-015,97,8,1017.59,127.2,329,INACTIVE,32.73
cust-07242,m-042,68,12,1288.55,107.38,236,INACTIVE,31.0
cust-07243,m-005,15,7,2206.33,315.19,351,RETURNING,8.01
cust-07244,m-020,46,9,927.37,103.04,316,AT_RISK,17.51
cust-07245,m-001,63,8,632.12,79.02,331,INACTIVE,22.31
cust-07246,m-015,15,10,1056.48,105.65,335,RETURNING,7.19
cust-07247,m-043,16,4,3074.33,768.58,211,RETURNING,13.55
cust-07248,m-021,7,8,1847.68,230.96,317,RETURNING,5.53
cust-07249,m-015,8,8,1658.21,207.28,266,RETURNING,6.33
cust-07250,m-017,26,7,2838.9,405.56,277,RETURNING,13.1
cust-07251,m-036,29,10,927.93,92.79,234,RETURNING,15.07
cust-07252,m-009,12,12,2091.43,174.29,325,RETURNING,5.99
cust-07253,m-022,2,12,12617.38,1051.45,330,RETURNING,2.91
cust-07254,m-024,158,11,1474.09,134.01,364,INACTIVE,45.79
cust-07255,m-003,11,8,2017.91,252.24,345,RETURNING,6.51
cust-07256,m-042,41,9,738.97,82.11,361,AT_RISK,14.33
cust-07257,m-037,11,3,223.5,74.5,295,NEW,11.22
cust-07258,m-022,58,10,232187.9,23218.79,354,AT_RISK,19.07
cust-07259,m-008,2,12,14931.02,1244.25,341,RETURNING,2.89
cust-07260,m-040,13,7,3101.91,443.13,270,RETURNING,8.55
cust-07261,m-042,7,8,1126.03,140.75,325,RETURNING,5.48
cust-07262,m-004,143,5,4200.57,840.11,309,INACTIVE,51.13
cust-07263,m-010,12,9,937.75,104.19,337,RETURNING,6.55
cust-07264,m-020,233,6,653.2,108.87,362,INACTIVE,68.47
cust-07265,m-021,15,9,2731.18,303.46,355,RETURNING,7.21
cust-07266,m-022,9,7,13434.45,1919.21,251,RETURNING,7.32
cust-07267,m-002,1,8,11032.54,1379.07,290,RETURNING,3.68
cust-07268,m-036,13,8,1221.32,152.67,337,RETURNING,7.18
cust-07269,m-035,2,8,9414.67,1176.83,354,RETURNING,3.9
cust-07270,m-021,49,7,2935.01,419.29,306,AT_RISK,19.71
cust-07271,m-047,28,7,630.13,90.02,212,RETURNING,16.9
cust-07272,m-004,89,6,7263.38,1210.56,344,INACTIVE,30.08
cust-07273,m-031,93,7,843.76,120.54,338,INACTIVE,31.18
cust-07274,m-026,98,6,876.93,146.16,328,INACTIVE,34.07
cust-07275,m-016,12,7,1336.48,190.93,343,RETURNING,7.24
cust-07276,m-003,39,8,2437.84,304.73,262,AT_RISK,18.16
cust-07277,m-031,124,8,904.88,113.11,357,INACTIVE,37.97
cust-07278,m-020,187,8,920.15,115.02,333,INACTIVE,59.32
cust-07279,m-003,12,9,2707.31,300.81,277,RETURNING,7.32
cust-07280,m-040,72,8,681.21,85.15,269,INACTIVE,30.0
cust-07281,m-023,8,11,4240.84,385.53,358,RETURNING,4.73
cust-07282,m-039,92,6,569.56,94.93,271,INACTIVE,38.11
cust-07283,m-028,57,7,3035.12,433.59,350,AT_RISK,19.99
cust-07284,m-022,39,8,9058.54,1132.32,344,AT_RISK,14.64
cust-07285,m-023,36,10,2949.8,294.98,327,AT_RISK,13.7
cust-07286,m-008,74,9,14316.06,1590.67,363,INACTIVE,23.33
cust-07287,m-007,39,8,8367.51,1045.94,342,AT_RISK,14.7
cust-07288,m-041,115,4,725.14,181.29,359,INACTIVE,37.94
cust-07290,m-038,2,8,1193.54,149.19,341,RETURNING,3.92
cust-07291,m-025,15,6,7169.96,1194.99,349,RETURNING,8.57
cust-07292,m-038,24,3,404.84,134.95,335,NEW,14.64
cust-07293,m-044,61,7,1471.68,210.24,299,INACTIVE,24.08
cust-07296,m-030,8,11,4374.18,397.65,314,RETURNING,5.04
cust-07297,m-020,1,12,879.42,73.28,260,RETURNING,2.69
cust-07298,m-017,61,6,1561.59,260.27,331,INACTIVE,22.66
cust-07300,m-031,26,11,1159.71,105.43,335,RETURNING,10.24
cust-07301,m-031,7,10,1179.53,117.95,349,RETURNING,4.73
cust-07302,m-010,95,8,479.17,59.9,316,INACTIVE,33.3
cust-07303,m-028,94,3,1025.42,341.81,276,INACTIVE,41.44
cust-07304,m-030,15,7,1476.78,210.97,288,RETURNING,8.94
cust-07305,m-038,20,9,1278.25,142.03,362,RETURNING,8.51
cust-07306,m-009,111,12,1155.27,96.27,339,INACTIVE,34.95
cust-07307,m-028,183,5,1559.77,311.95,320,INACTIVE,62.01
cust-07309,m-028,8,8,3483.54,435.44,351,RETURNING,5.61
cust-07310,m-020,16,12,1282.38,106.86,314,RETURNING,7.39
cust-07311,m-023,63,12,4432.04,369.34,362,INACTIVE,19.66
cust-07312,m-006,93,8,1416.81,177.1,299,INACTIVE,34.33
cust-07313,m-041,6,9,692.23,76.91,330,RETURNING,4.81
cust-07314,m-009,0,8,964.38,120.55,352,RETURNING,3.33
cust-07317,m-001,26,11,1555.2,141.38,325,RETURNING,10.48
cust-07318,m-029,68,17,4582.03,269.53,355,INACTIVE,20.77
cust-07319,m-046,5,10,3737.9,373.79,355,RETURNING,4.13
cust-07320,m-032,137,6,5546.27,924.38,358,INACTIVE,42.45
cust-07321,m-042,6,7,594.66,84.95,320,RETURNING,5.62
cust-07322,m-035,0,11,14842.0,1349.27,332,RETURNING,2.5
cust-07323,m-035,98,11,11597.74,1054.34,339,INACTIVE,31.32
cust-07324,m-024,70,4,715.31,178.83,170,INACTIVE,46.94
cust-07325,m-023,39,6,2185.96,364.33,266,AT_RISK,18.89
cust-07326,m-009,4,8,871.84,108.98,302,RETURNING,4.65
cust-07327,m-038,18,7,931.8,133.11,350,RETURNING,8.88
cust-07328,m-044,14,5,1139.86,227.97,354,RETURNING,8.94
cust-07329,m-007,68,4,3799.09,949.77,260,INACTIVE,32.05
cust-07330,m-034,74,5,587.51,117.5,329,INACTIVE,27.42
cust-07331,m-031,5,6,455.63,75.94,234,RETURNING,6.41
cust-07333,m-020,27,14,1132.15,80.87,350,RETURNING,9.69
cust-07334,m-040,31,9,3280.07,364.45,364,AT_RISK,11.49
cust-07335,m-037,12,8,572.78,71.6,311,RETURNING,7.18
cust-07336,m-045,7,5,573.6,114.72,337,RETURNING,7.07
cust-07337,m-016,5,9,1898.14,210.9,283,RETURNING,4.76
cust-07338,m-007,7,7,8284.62,1183.52,327,RETURNING,5.88
cust-07339,m-042,23,5,393.58,78.72,266,RETURNING,13.61
cust-07340,m-004,8,10,12960.8,1296.08,196,RETURNING,6.79
cust-07341,m-038,27,7,793.18,113.31,348,RETURNING,11.49
cust-07342,m-044,78,4,1691.51,422.88,364,INACTIVE,27.37
cust-07343,m-034,20,12,993.93,82.83,347,RETURNING,8.05
cust-07344,m-020,32,7,982.03,140.29,331,AT_RISK,13.39
cust-07345,m-047,22,11,682.54,62.05,355,RETURNING,8.68
cust-07346,m-037,134,3,368.37,122.79,338,INACTIVE,47.03
cust-07347,m-023,3,12,2206.4,183.87,291,RETURNING,3.34
cust-07348,m-018,158,7,429.31,61.33,339,INACTIVE,50.22
cust-07349,m-026,1,11,1397.95,127.09,346,RETURNING,2.79
cust-07350,m-033,21,10,14349.87,1434.99,347,RETURNING,8.76
cust-07351,m-034,32,11,1395.63,126.88,331,AT_RISK,12.14
cust-07352,m-032,1,4,5302.13,1325.53,343,RETURNING,6.29
cust-07353,m-029,87,5,1934.81,386.96,250,INACTIVE,39.66
cust-07354,m-025,1,5,8287.39,1657.48,293,RETURNING,5.34
cust-07355,m-015,4,5,784.82,156.96,307,RETURNING,6.3
cust-07356,m-002,13,6,7426.67,1237.78,355,RETURNING,7.94
cust-07357,m-005,5,12,3065.68,255.47,340,RETURNING,3.77
cust-07358,m-004,254,3,5226.01,1742.0,331,INACTIVE,84.01
cust-07359,m-040,50,7,3532.09,504.58,358,AT_RISK,17.68
cust-07360,m-038,3,9,2126.91,236.32,352,RETURNING,3.85
cust-07361,m-008,31,13,12428.31,956.02,362,AT_RISK,10.68
cust-07362,m-006,59,9,1691.97,188.0,320,AT_RISK,21.38
cust-07363,m-045,55,8,903.81,112.98,310,AT_RISK,21.02
cust-07364,m-027,23,2,332.51,166.26,137,NEW,26.67
cust-07365,m-045,16,8,1073.69,134.21,355,RETURNING,7.83
cust-07366,m-041,4,10,3487.27,348.73,363,RETURNING,3.83
cust-07367,m-011,70,9,1044.7,116.08,331,INACTIVE,24.08
cust-07368,m-047,326,1,149.64,149.64,326,INACTIVE,100.0
cust-07369,m-034,87,10,964.38,96.44,355,INACTIVE,27.17
cust-07370,m-011,95,11,1436.35,130.58,359,INACTIVE,28.89
cust-07371,m-035,123,7,9565.98,1366.57,335,INACTIVE,40.36
cust-07372,m-046,19,11,4118.96,374.45,331,RETURNING,8.22
cust-07374,m-041,2,8,3121.33,390.17,302,RETURNING,3.99
cust-07376,m-028,38,3,1087.83,362.61,271,NEW,21.47
cust-07377,m-025,32,7,12114.79,1730.68,291,AT_RISK,14.71
cust-07378,m-012,10,8,1804.77,225.6,338,RETURNING,6.28
cust-07379,m-017,39,3,263.79,87.93,247,NEW,23.23
cust-07381,m-032,53,11,11280.33,1025.48,331,AT_RISK,18.46
cust-07382,m-007,46,6,4339.63,723.27,312,AT_RISK,18.98
cust-07383,m-032,1,4,3864.33,966.08,326,RETURNING,6.31
cust-07384,m-026,18,10,943.31,94.33,358,RETURNING,7.74
cust-07385,m-018,44,7,1511.01,215.86,327,AT_RISK,17.16
cust-07387,m-035,10,10,12338.37,1233.84,269,RETURNING,6.43
cust-07388,m-015,59,11,999.33,90.85,340,AT_RISK,19.8
cust-07389,m-017,65,9,1765.93,196.21,257,INACTIVE,28.19
cust-07390,m-027,95,11,2765.43,251.4,360,INACTIVE,28.82
cust-07391,m-029,6,11,2998.88,272.63,359,RETURNING,4.17
cust-07392,m-028,52,5,390.29,78.06,314,AT_RISK,21.51
cust-07393,m-031,40,9,1430.03,158.89,343,AT_RISK,14.63
cust-07394,m-027,39,7,3065.92,437.99,348,AT_RISK,14.92
cust-07395,m-006,108,6,988.97,164.83,333,INACTIVE,36.62
cust-07396,m-045,61,11,1506.59,136.96,350,INACTIVE,19.88
cust-07397,m-029,31,9,2671.44,296.83,346,AT_RISK,11.93
cust-07398,m-024,20,10,2065.94,206.59,259,RETURNING,10.42
cust-07399,m-031,149,5,519.38,103.88,343,INACTIVE,48.31
cust-07400,m-047,44,6,573.56,95.59,327,AT_RISK,17.7
cust-07401,m-017,71,6,1794.01,299.0,236,INACTIVE,34.24
cust-07402,m-011,21,9,895.81,99.53,316,RETURNING,9.62
cust-07403,m-015,18,12,1626.37,135.53,338,RETURNING,7.62
cust-07404,m-044,54,4,1146.09,286.52,248,AT_RISK,27.69
cust-07405,m-018,77,6,584.37,97.4,317,INACTIVE,28.5
cust-07406,m-002,61,7,6022.94,860.42,332,INACTIVE,22.07
cust-07407,m-004,29,7,12580.95,1797.28,345,RETURNING,12.13
cust-07408,m-003,295,2,791.68,395.84,357,INACTIVE,92.4
cust-07409,m-011,27,8,1165.19,145.65,329,RETURNING,11.52
cust-07410,m-015,7,4,642.53,160.63,327,RETURNING,8.13
cust-07411,m-008,6,14,15679.42,1119.96,333,RETURNING,3.8
cust-07412,m-037,97,10,797.88,79.79,334,INACTIVE,31.68
cust-07413,m-009,78,7,518.42,74.06,363,INACTIVE,25.18
cust-07414,m-010,55,4,1400.69,350.17,310,AT_RISK,23.68
cust-07415,m-003,33,5,3646.56,729.31,304,AT_RISK,15.82
cust-07416,m-029,54,10,2007.36,200.74,322,AT_RISK,19.45
cust-07417,m-007,88,8,10614.75,1326.84,311,INACTIVE,31.54
cust-07418,m-041,154,4,1987.89,496.97,247,INACTIVE,68.1
cust-07419,m-019,3,4,787.16,196.79,330,RETURNING,6.91
cust-07420,m-018,23,11,1345.97,122.36,354,RETURNING,8.98
cust-07421,m-046,29,14,6338.55,452.75,352,RETURNING,10.22
cust-07422,m-037,27,10,1675.44,167.54,321,RETURNING,11.11
cust-07423,m-019,39,10,1047.15,104.72,302,AT_RISK,15.6
cust-07424,m-017,69,12,3569.39,297.45,364,INACTIVE,21.21
cust-07425,m-002,20,5,5063.72,1012.74,344,RETURNING,10.8
cust-07426,m-001,47,12,1162.43,96.87,359,AT_RISK,15.36
cust-07427,m-021,9,11,4855.02,441.37,356,RETURNING,5.02
cust-07429,m-025,25,5,6117.27,1223.45,311,RETURNING,13.01
cust-07430,m-011,23,8,900.84,112.6,340,RETURNING,10.08
cust-07431,m-009,3,10,1336.77,133.68,326,RETURNING,3.64
cust-07432,m-013,25,14,18545.59,1324.68,359,RETURNING,8.94
cust-07433,m-036,55,8,979.72,122.46,273,AT_RISK,23.41
cust-07434,m-014,69,5,5184.33,1036.87,348,INACTIVE,24.77
cust-07435,m-033,1,9,8642.97,960.33,346,RETURNING,3.29
cust-07436,m-002,17,1,2972.2,2972.2,17,NEW,100.0
cust-07437,m-022,15,8,7378.22,922.28,354,RETURNING,7.56
cust-07438,m-027,1,7,1662.59,237.51,354,RETURNING,4.03
cust-07439,m-017,47,7,2659.89,379.98,362,AT_RISK,16.7
cust-07440,m-037,28,10,1312.47,131.25,346,RETURNING,10.8
cust-07441,m-025,78,4,3261.81,815.45,357,INACTIVE,27.79
cust-07442,m-006,1,9,1350.23,150.03,263,RETURNING,3.38
cust-07443,m-040,1,6,906.84,151.14,265,RETURNING,4.66
cust-07444,m-005,88,5,1541.99,308.4,320,INACTIVE,32.41
cust-07445,m-028,4,10,3561.01,356.1,342,RETURNING,3.89
cust-07446,m-043,65,7,7157.04,1022.43,332,INACTIVE,23.27
cust-07447,m-036,6,8,730.83,91.35,328,RETURNING,5.16
cust-07448,m-019,38,8,953.3,119.16,321,AT_RISK,15.13
cust-07449,m-036,54,6,567.77,94.63,358,AT_RISK,19.33
cust-07451,m-016,4,6,1754.95,292.49,359,RETURNING,5.4
cust-07452,m-043,3,10,14818.5,1481.85,315,RETURNING,3.68
cust-07453,m-047,239,3,308.71,102.9,268,INACTIVE,96.35
cust-07455,m-033,1,3,4043.66,1347.89,40,NEW,9.94
cust-07456,m-003,0,8,3048.67,381.08,360,RETURNING,3.33
cust-07457,m-028,48,7,1384.13,197.73,358,AT_RISK,17.12
cust-07458,m-013,23,12,14904.55,1242.05,296,RETURNING,10.05
cust-07459,m-013,22,13,17910.42,1377.72,342,RETURNING,8.56
cust-07460,m-035,87,7,6411.07,915.87,327,INACTIVE,30.27
cust-07461,m-007,1,7,7600.37,1085.77,345,RETURNING,4.04
cust-07462,m-033,97,7,10220.31,1460.04,344,INACTIVE,31.87
cust-07463,m-034,41,11,744.15,67.65,344,AT_RISK,14.38
cust-07464,m-025,97,6,7225.78,1204.3,346,INACTIVE,32.24
cust-07465,m-011,28,13,1270.43,97.73,347,RETURNING,10.19
cust-07466,m-035,14,10,8125.99,812.6,243,RETURNING,8.46
cust-07467,m-035,33,7,7508.24,1072.61,351,AT_RISK,13.12
cust-07468,m-019,11,13,1197.92,92.15,350,RETURNING,5.28
cust-07469,m-001,40,12,1286.31,107.19,343,AT_RISK,13.94
cust-07470,m-017,74,11,1919.49,174.5,354,INACTIVE,23.35
cust-07471,m-017,101,4,2056.89,514.22,275,INACTIVE,42.59
cust-07472,m-035,51,9,8344.97,927.22,331,AT_RISK,18.36
cust-07473,m-045,14,3,220.12,73.37,129,NEW,18.27
cust-07474,m-007,66,7,6284.95,897.85,343,INACTIVE,22.94
cust-07475,m-046,18,7,1672.27,238.9,357,RETURNING,8.78
cust-07476,m-041,14,7,1711.01,244.43,351,RETURNING,7.73
cust-07477,m-032,3,9,10578.13,1175.35,326,RETURNING,3.92
cust-07478,m-042,44,16,1598.45,99.9,353,AT_RISK,14.19
cust-07479,m-027,74,2,310.84,155.42,200,INACTIVE,46.82
cust-07480,m-021,5,12,3849.25,320.77,350,RETURNING,3.73
cust-07481,m-046,32,9,2983.54,331.5,263,AT_RISK,15.12
cust-07482,m-022,38,10,11326.59,1132.66,242,AT_RISK,18.37
cust-07483,m-047,11,6,986.16,164.36,233,RETURNING,8.99
cust-07484,m-029,16,6,1980.81,330.14,336,RETURNING,9.03
cust-07485,m-027,113,4,1758.22,439.56,364,INACTIVE,36.96
cust-07486,m-034,28,11,1423.57,129.42,348,RETURNING,10.52
cust-07487,m-029,0,11,2788.02,253.46,361,RETURNING,2.5
cust-07488,m-040,1,9,3224.72,358.3,351,RETURNING,3.28
cust-07489,m-009,263,5,709.99,142.0,332,INACTIVE,83.98
cust-07490,m-036,0,13,1891.63,145.51,355,RETURNING,2.14
cust-07491,m-039,104,6,1055.73,175.96,334,INACTIVE,35.33
cust-07492,m-018,6,8,1076.03,134.5,272,RETURNING,5.53
cust-07493,m-007,20,13,16353.69,1257.98,326,RETURNING,8.26
cust-07494,m-043,63,5,3324.48,664.9,331,INACTIVE,23.98
cust-07495,m-035,89,14,18458.74,1318.48,318,INACTIVE,29.9
cust-07496,m-042,6,11,1101.79,100.16,292,RETURNING,4.55
cust-07497,m-027,4,11,4230.25,384.57,313,RETURNING,3.77
cust-07498,m-032,80,8,7614.55,951.82,301,INACTIVE,29.82
cust-07499,m-032,94,7,8896.56,1270.94,296,INACTIVE,35.4
cust-07500,m-010,6,10,643.0,64.3,320,RETURNING,4.6
cust-07501,m-004,67,9,14254.11,1583.79,310,INACTIVE,24.54
cust-07502,m-041,5,5,1081.42,216.28,333,RETURNING,6.5
cust-07503,m-003,74,4,2338.42,584.6,354,INACTIVE,26.85
cust-07504,m-026,23,6,760.0,126.67,332,RETURNING,11.19
cust-07505,m-047,50,6,541.88,90.31,347,AT_RISK,18.65
cust-07506,m-026,3,8,872.75,109.09,358,RETURNING,4.17
cust-07507,m-042,25,14,1187.78,84.84,343,RETURNING,9.27
cust-07508,m-033,4,11,9171.34,833.76,363,RETURNING,3.6
cust-07509,m-011,50,10,779.89,77.99,336,AT_RISK,17.56
cust-07510,m-003,71,8,3242.7,405.34,343,INACTIVE,23.97
cust-07511,m-008,1,9,14534.46,1614.94,340,RETURNING,3.29
cust-07512,m-003,12,5,3878.5,775.7,300,RETURNING,8.99
cust-07513,m-017,85,5,1339.9,267.98,338,INACTIVE,30.07
cust-07514,m-027,39,3,985.27,328.42,302,NEW,20.37
cust-07515,m-019,5,8,907.27,113.41,361,RETURNING,4.71
cust-07516,m-001,10,12,1632.64,136.05,329,RETURNING,5.34
cust-07517,m-036,81,12,1875.74,156.31,338,INACTIVE,26.2
cust-07518,m-036,27,8,626.41,78.3,312,RETURNING,11.96
cust-07519,m-005,18,6,2366.73,394.46,260,RETURNING,11.18
cust-07520,m-004,39,2,4293.58,2146.79,247,NEW,25.73
cust-07521,m-009,67,10,2033.76,203.38,355,INACTIVE,21.55
cust-07522,m-015,20,9,995.21,110.58,348,RETURNING,8.73
cust-07523,m-028,80,8,3237.68,404.71,337,INACTIVE,27.0
cust-07524,m-030,68,8,1866.97,233.37,341,INACTIVE,23.22
cust-07525,m-010,6,7,735.84,105.12,356,RETURNING,5.43
cust-07526,m-027,110,8,2175.05,271.88,308,INACTIVE,38.93
cust-07527,m-037,22,7,452.71,64.67,345,RETURNING,10.11
cust-07528,m-011,32,8,929.83,116.23,268,AT_RISK,15.23
cust-07529,m-008,82,14,21231.51,1516.54,353,INACTIVE,25.16
cust-07530,m-039,8,9,1420.39,157.82,319,RETURNING,5.5
cust-07531,m-005,12,11,4301.12,391.01,362,RETURNING,5.81
cust-07532,m-037,39,4,201.18,50.3,364,AT_RISK,16.68
cust-07533,m-044,100,4,1080.61,270.15,228,INACTIVE,49.67
cust-07534,m-019,15,11,861.06,78.28,347,RETURNING,6.81
cust-07536,m-022,29,4,4674.54,1168.64,346,RETURNING,14.36
cust-07538,m-031,66,9,701.31,77.92,352,INACTIVE,21.7
cust-07539,m-005,110,10,3634.18,363.42,340,INACTIVE,34.99
cust-07540,m-041,9,9,2075.0,230.56,362,RETURNING,5.48
cust-07541,m-017,46,12,3834.79,319.57,332,AT_RISK,16.12
cust-07542,m-030,16,14,3619.29,258.52,341,RETURNING,6.68
cust-07543,m-040,1,11,2774.61,252.24,355,RETURNING,2.78
cust-07544,m-025,26,9,11211.31,1245.7,285,RETURNING,12.09
cust-07545,m-046,0,11,3136.81,285.16,348,RETURNING,2.5
cust-07546,m-001,45,14,1489.52,106.39,311,AT_RISK,16.42
cust-07547,m-031,54,5,621.18,124.24,123,AT_RISK,48.55
cust-07548,m-032,18,9,9408.93,1045.44,313,RETURNING,8.73
cust-07549,m-038,32,10,2367.43,236.74,355,AT_RISK,11.72
cust-07550,m-034,48,9,1064.69,118.3,354,AT_RISK,16.52
cust-07551,m-044,4,5,825.57,165.11,312,RETURNING,6.28
cust-07552,m-011,15,11,1209.96,110.0,336,RETURNING,6.95
cust-07553,m-023,24,10,1817.82,181.78,306,RETURNING,10.54
cust-07554,m-019,63,10,985.01,98.5,348,INACTIVE,20.78
cust-07555,m-022,30,13,15106.24,1162.02,358,RETURNING,10.5
cust-07557,m-022,27,7,5926.09,846.58,235,RETURNING,15.19
cust-07558,m-024,19,2,326.86,163.43,190,NEW,19.95
cust-07559,m-011,23,6,816.44,136.07,357,RETURNING,10.71
cust-07560,m-023,73,9,1518.15,168.68,347,INACTIVE,23.98
cust-07561,m-008,26,10,13841.81,1384.18,339,RETURNING,10.37
cust-07562,m-027,166,6,1782.33,297.06,364,INACTIVE,49.77
cust-07563,m-025,4,4,1860.7,465.17,242,RETURNING,7.65
cust-07564,m-011,0,13,1502.7,115.59,326,RETURNING,2.14
cust-07565,m-033,179,7,9096.71,1299.53,360,INACTIVE,53.33
