customer_id,merchant_id,recency_days,frequency,monetary_value,avg_order_value,min_order_value,max_order_value,distinct_products_bought,distinct_categories_bought,customer_tenure_days,avg_purchase_interval_days,weekend_tx_ratio,evening_tx_ratio,target_segment,churn_risk_score,split
cust-06982,m-019,124,7,1440.29,205.76,119.85,469.02,5,1,364,40.0,0.571,0.0,INACTIVE,100.0,TRAIN
cust-06983,m-009,58,7,1150.15,164.31,30.99,364.89,6,1,349,48.5,0.429,0.286,AT_RISK,26.68,TEST
cust-06984,m-033,87,7,5204.11,743.44,539.82,928.47,4,1,330,40.5,0.143,0.0,INACTIVE,89.46,TRAIN
cust-06985,m-005,19,7,2354.11,336.3,25.41,1027.86,6,1,317,49.7,0.286,0.571,REGULAR,4.48,TRAIN
cust-06986,m-024,71,9,7459.64,828.85,23.95,2142.09,5,1,332,32.6,0.222,0.0,INACTIVE,73.59,VALIDATION
cust-06987,m-018,25,8,825.32,103.16,36.32,250.4,8,1,354,47.0,0.5,0.5,REGULAR,5.28,VALIDATION
cust-06988,m-027,27,5,939.83,187.97,67.39,416.57,4,1,340,78.2,0.4,0.2,REGULAR,5.94,TEST
cust-06989,m-011,37,9,1360.47,151.16,54.54,548.43,4,1,346,38.6,0.0,0.333,AT_RISK,8.0,VALIDATION
cust-06990,m-035,82,9,12081.46,1342.38,390.48,2412.27,5,1,359,34.6,0.667,0.333,INACTIVE,88.18,TRAIN
cust-06991,m-043,22,12,11904.92,992.08,411.29,2567.7,4,1,342,29.1,0.667,0.417,REGULAR,4.81,TEST
cust-06992,m-023,202,2,633.9,316.95,253.47,380.43,2,1,363,161.0,0.0,0.0,INACTIVE,100.0,TRAIN
cust-06993,m-007,28,8,10979.35,1372.42,486.95,2427.55,5,1,328,42.9,0.25,0.375,REGULAR,6.38,TRAIN
cust-06994,m-032,28,7,6431.25,918.75,644.7,1743.56,4,1,268,40.0,0.143,0.286,REGULAR,7.81,VALIDATION
cust-06995,m-018,5,8,1357.13,169.64,36.32,508.48,6,1,317,44.6,0.25,0.25,REGULAR,1.18,VALIDATION
cust-06996,m-016,65,8,1511.42,188.93,75.51,445.18,5,1,351,40.9,0.125,0.375,INACTIVE,50.0,TRAIN
cust-06997,m-035,3,8,10136.47,1267.06,390.48,2412.27,5,1,356,50.4,0.375,0.25,REGULAR,0.63,TRAIN
cust-06999,m-001,49,6,625.98,104.33,50.53,166.41,5,1,362,62.6,0.333,0.0,AT_RISK,10.12,TRAIN
cust-07000,m-036,39,9,1267.24,140.8,28.43,481.84,8,1,308,33.6,0.333,0.0,AT_RISK,17.57,TRAIN
cust-07001,m-032,37,13,16396.53,1261.27,333.71,2083.19,7,1,360,26.9,0.308,0.462,AT_RISK,22.84,TRAIN
cust-07002,m-036,74,9,626.86,69.65,54.69,91.17,7,1,307,29.1,0.556,0.111,INACTIVE,85.37,TEST
cust-07004,m-018,4,16,2296.75,143.55,46.73,508.48,11,1,311,20.5,0.312,0.125,LOYAL,0.96,TRAIN
cust-07005,m-010,26,11,1137.1,103.37,27.0,263.85,7,1,355,32.9,0.455,0.364,REGULAR,5.48,TRAIN
cust-07006,m-001,8,7,996.24,142.32,50.53,339.54,6,1,322,52.3,0.429,0.0,REGULAR,1.86,TRAIN
cust-07007,m-032,53,10,10783.85,1078.38,644.7,1743.56,6,1,339,31.8,0.3,0.5,AT_RISK,43.49,TRAIN
cust-07008,m-039,22,4,410.74,102.68,91.89,135.07,2,1,324,100.7,0.25,0.25,REGULAR,5.08,TRAIN
cust-07010,m-011,7,9,1313.87,145.99,42.92,375.33,6,1,293,35.8,0.333,0.556,REGULAR,1.79,VALIDATION
cust-07011,m-016,1,11,2985.77,271.43,75.51,445.18,4,1,362,36.1,0.364,0.455,REGULAR,0.21,TRAIN
cust-07012,m-008,20,13,18955.59,1458.12,816.98,2774.3,6,1,357,28.1,0.154,0.385,REGULAR,4.19,TRAIN
cust-07013,m-015,26,10,1084.4,108.44,47.83,218.58,9,1,342,35.1,0.4,0.3,REGULAR,5.69,TRAIN
cust-07014,m-034,10,8,1030.83,128.85,41.79,280.47,7,1,354,49.1,0.625,0.125,REGULAR,2.11,TRAIN
cust-07015,m-039,39,10,1528.0,152.8,88.81,263.1,5,1,328,32.1,0.1,0.4,AT_RISK,19.24,VALIDATION
cust-07016,m-008,7,12,14950.99,1245.92,567.43,2774.3,7,1,362,32.3,0.333,0.417,REGULAR,1.45,TRAIN
cust-07017,m-039,0,9,1603.79,178.2,104.08,263.1,3,1,348,43.5,0.333,0.222,REGULAR,0.0,TRAIN
cust-07018,m-022,55,9,17589.45,1954.38,410.45,4174.73,6,1,345,36.2,0.0,0.111,AT_RISK,40.12,TEST
cust-07019,m-029,1,7,2668.29,381.18,44.48,939.2,3,1,361,60.0,0.286,0.286,REGULAR,0.21,VALIDATION
cust-07020,m-033,28,6,4053.33,675.56,539.82,835.87,4,1,264,47.2,0.333,0.333,REGULAR,7.92,TRAIN
cust-07021,m-036,13,11,1420.08,129.1,41.96,557.37,9,1,359,34.6,0.182,0.545,REGULAR,2.71,TRAIN
cust-07022,m-043,45,9,9680.74,1075.64,411.29,2567.7,5,1,348,37.9,0.333,0.111,AT_RISK,20.32,TRAIN
cust-07024,m-023,9,8,2885.47,360.68,55.92,760.86,7,1,352,49.0,0.25,0.25,REGULAR,1.91,TRAIN
cust-07025,m-019,60,4,292.68,73.17,30.62,88.91,3,1,261,67.0,0.25,0.75,AT_RISK,17.18,TRAIN
cust-07026,m-018,36,13,1273.54,97.96,36.32,284.86,8,1,362,27.2,0.385,0.308,AT_RISK,20.64,TRAIN
cust-07027,m-009,48,5,473.93,94.79,51.51,133.14,4,1,261,53.2,0.0,0.2,AT_RISK,13.74,VALIDATION
cust-07028,m-016,39,7,1240.03,177.15,75.51,445.18,3,1,327,48.0,0.571,0.429,AT_RISK,8.92,TRAIN
cust-07029,m-021,3,11,2772.77,252.07,39.92,576.02,8,1,331,32.8,0.455,0.273,REGULAR,0.68,TRAIN
cust-07030,m-033,3,7,10844.83,1549.26,794.69,2575.37,5,1,331,54.7,0.286,0.286,REGULAR,0.68,TRAIN
cust-07031,m-034,45,10,849.07,84.91,26.72,192.36,7,1,314,29.9,0.6,0.3,AT_RISK,33.36,TRAIN
cust-07032,m-042,20,8,708.89,88.61,39.21,126.8,6,1,358,48.3,0.25,0.125,REGULAR,4.18,TRAIN
cust-07033,m-016,2,12,2335.04,194.59,75.51,445.18,5,1,311,28.1,0.083,0.25,REGULAR,0.48,TRAIN
cust-07034,m-033,28,8,6182.38,772.8,539.82,928.47,4,1,359,47.3,0.25,0.375,REGULAR,5.83,TRAIN
cust-07035,m-032,20,9,8703.3,967.03,333.71,2083.19,6,1,346,40.8,0.333,0.333,REGULAR,4.32,TRAIN
cust-07037,m-003,41,10,2331.83,233.18,27.64,625.68,9,1,327,31.8,0.2,0.3,AT_RISK,23.17,TRAIN
cust-07038,m-047,60,8,905.13,113.14,49.86,267.26,6,1,341,40.1,0.625,0.25,AT_RISK,43.01,TRAIN
cust-07039,m-046,82,10,1724.37,172.44,22.76,435.22,5,1,360,30.9,0.3,0.0,INACTIVE,93.69,TEST
cust-07040,m-034,33,4,494.21,123.55,41.79,301.29,4,1,116,27.7,0.5,0.25,AT_RISK,29.1,TRAIN
cust-07041,m-040,46,14,7260.52,518.61,32.37,1722.36,5,1,346,23.1,0.357,0.357,AT_RISK,44.29,TRAIN
cust-07042,m-005,12,7,2698.77,385.54,63.04,837.72,6,1,341,54.8,0.429,0.143,REGULAR,2.63,TRAIN
cust-07043,m-029,7,9,973.78,108.2,44.48,233.69,5,1,200,24.1,0.444,0.111,REGULAR,2.61,TRAIN
cust-07044,m-038,35,9,1347.08,149.68,42.2,365.65,5,1,332,37.1,0.333,0.333,AT_RISK,7.88,TRAIN
cust-07045,m-001,1,8,578.05,72.26,35.19,142.3,7,1,348,49.6,0.125,0.5,REGULAR,0.21,TRAIN
cust-07046,m-024,9,9,3331.74,370.19,47.9,714.03,6,1,299,36.2,0.222,0.111,REGULAR,2.25,TRAIN
cust-07047,m-028,81,9,1849.12,205.46,23.81,733.23,8,1,342,32.6,0.444,0.556,INACTIVE,90.31,TRAIN
cust-07049,m-027,63,4,1003.39,250.85,67.39,581.5,4,1,258,65.0,0.5,0.0,INACTIVE,18.24,TRAIN
cust-07050,m-025,4,11,13924.32,1265.85,391.84,2224.07,6,1,324,32.0,0.364,0.455,REGULAR,0.92,TRAIN
cust-07051,m-034,50,11,986.88,89.72,26.72,378.9,9,1,363,31.3,0.455,0.636,AT_RISK,38.35,TEST
cust-07052,m-019,172,7,552.84,78.98,32.1,170.74,7,1,356,30.7,0.286,0.429,INACTIVE,100.0,TRAIN
cust-07053,m-031,24,8,1349.45,168.68,30.71,538.04,6,1,356,47.4,0.125,0.375,REGULAR,5.04,TRAIN
cust-07054,m-003,101,7,1602.17,228.88,32.96,818.58,6,1,332,38.5,0.429,0.714,INACTIVE,100.0,TRAIN
cust-07055,m-017,7,7,3648.24,521.18,29.94,1689.66,6,1,280,45.5,0.143,0.286,REGULAR,1.87,TRAIN
cust-07056,m-029,14,11,2612.96,237.54,24.87,1070.88,7,1,361,34.7,0.182,0.455,REGULAR,2.9,TRAIN
cust-07057,m-027,0,7,1358.36,194.05,27.71,581.5,6,1,317,52.8,0.143,0.143,REGULAR,0.0,VALIDATION
cust-07058,m-023,84,3,821.25,273.75,187.35,380.43,3,1,267,91.5,0.0,0.333,INACTIVE,23.51,TRAIN
cust-07059,m-021,30,9,4051.51,450.17,22.25,1728.06,9,1,347,39.6,0.333,0.222,REGULAR,6.47,TRAIN
cust-07060,m-001,9,11,963.73,87.61,35.57,179.02,6,1,341,33.2,0.455,0.545,REGULAR,1.97,TRAIN
cust-07061,m-040,26,13,2303.22,177.17,51.55,401.71,6,1,364,28.2,0.308,0.462,REGULAR,5.34,TEST
cust-07062,m-021,0,11,3897.12,354.28,55.33,1728.06,5,1,362,36.2,0.455,0.273,REGULAR,0.0,TRAIN
cust-07063,m-019,23,18,2277.59,126.53,32.1,366.2,9,1,329,18.0,0.333,0.5,REGULAR,12.73,TRAIN
cust-07064,m-010,8,6,363.17,60.53,31.82,87.84,6,1,364,71.2,0.0,0.167,REGULAR,1.64,TRAIN
cust-07065,m-030,80,13,4256.25,327.4,27.38,1023.6,6,1,331,20.9,0.077,0.308,INACTIVE,100.0,TRAIN
cust-07066,m-034,115,9,1177.38,130.82,26.72,568.35,6,1,359,30.5,0.333,0.111,INACTIVE,100.0,TRAIN
cust-07067,m-024,20,9,2416.17,268.46,23.95,714.03,7,1,259,29.9,0.222,0.444,REGULAR,5.77,TRAIN
cust-07068,m-046,21,13,3986.55,306.66,22.76,723.13,8,1,352,27.6,0.308,0.308,REGULAR,4.46,TRAIN
cust-07069,m-020,11,8,1120.4,140.05,76.56,279.66,7,1,330,45.6,0.25,0.5,REGULAR,2.49,TEST
cust-07070,m-009,56,9,1337.86,148.65,35.76,364.56,8,1,314,32.2,0.111,0.333,AT_RISK,49.03,TEST
cust-07071,m-044,68,7,1843.95,263.42,79.08,446.72,6,1,355,47.8,0.571,0.286,INACTIVE,44.63,TRAIN
cust-07072,m-016,14,5,625.9,125.18,75.51,189.44,4,1,341,81.8,0.8,0.2,REGULAR,3.07,TRAIN
cust-07073,m-044,1,11,4087.59,371.6,26.36,1190.6,6,1,336,33.5,0.364,0.182,REGULAR,0.22,TRAIN
cust-07074,m-019,11,9,1204.67,133.85,33.58,266.73,7,1,363,44.0,0.111,0.0,REGULAR,2.27,TRAIN
cust-07076,m-015,98,1,186.12,186.12,186.12,186.12,1,1,98,98.0,0.0,0.0,INACTIVE,74.24,VALIDATION
cust-07077,m-018,59,13,1687.39,129.8,37.52,266.16,9,1,341,23.5,0.385,0.154,AT_RISK,66.19,TRAIN
cust-07078,m-045,28,13,1696.66,130.51,49.55,378.6,8,1,300,22.7,0.231,0.385,REGULAR,14.93,TRAIN
cust-07079,m-023,4,16,7299.3,456.21,26.95,1471.81,9,1,335,22.1,0.188,0.188,LOYAL,0.89,TRAIN
cust-07080,m-047,63,10,938.57,93.86,30.31,400.89,7,1,306,27.0,0.6,0.2,INACTIVE,69.39,TEST
cust-07081,m-007,56,9,9211.52,1023.5,206.76,2427.55,7,1,323,33.4,0.111,0.556,AT_RISK,46.86,TEST
cust-07082,m-029,25,14,2449.19,174.94,24.87,421.22,8,1,328,23.3,0.286,0.357,REGULAR,8.25,TEST
cust-07083,m-032,54,8,7668.85,958.61,333.71,2083.19,6,1,295,34.4,0.25,0.125,AT_RISK,43.08,VALIDATION
cust-07084,m-036,159,5,625.94,125.19,28.43,371.44,5,1,316,39.2,0.4,0.6,INACTIVE,100.0,VALIDATION
cust-07085,m-025,8,13,26208.87,2016.07,391.84,12009.53,7,1,346,28.2,0.385,0.385,REGULAR,1.73,VALIDATION
cust-07086,m-004,43,7,8642.95,1234.71,732.09,3021.37,4,1,331,48.0,0.143,0.429,AT_RISK,9.71,TRAIN
cust-07087,m-010,2,10,1315.24,131.52,51.15,356.16,7,1,348,38.4,0.2,0.1,REGULAR,0.43,TEST
cust-07088,m-027,12,6,2233.42,372.24,32.87,1163.0,6,1,292,56.0,0.667,0.0,REGULAR,3.07,TRAIN
cust-07089,m-026,25,4,448.5,112.12,40.34,211.65,3,1,328,101.0,0.5,0.25,REGULAR,5.7,TRAIN
cust-07090,m-041,46,9,2701.53,300.17,54.85,1086.46,6,1,359,39.1,0.444,0.333,AT_RISK,19.93,TRAIN
cust-07091,m-004,9,7,7660.31,1094.33,482.75,3021.37,5,1,332,53.8,0.286,0.286,REGULAR,2.03,TRAIN
cust-07092,m-030,3,7,1393.06,199.01,27.38,511.8,6,1,182,29.8,0.429,0.286,REGULAR,1.23,TRAIN
cust-07093,m-028,7,6,1013.09,168.85,23.81,366.91,6,1,323,63.2,0.333,0.167,REGULAR,1.62,VALIDATION
cust-07094,m-029,89,4,1063.31,265.83,62.52,469.6,4,1,339,83.3,0.25,0.0,INACTIVE,28.18,TEST
cust-07095,m-024,11,12,2897.27,241.44,35.32,714.03,9,1,332,29.2,0.333,0.167,REGULAR,2.48,VALIDATION
cust-07096,m-041,181,6,1634.06,272.34,27.29,610.34,6,1,347,33.2,0.167,0.667,INACTIVE,100.0,VALIDATION
cust-07097,m-024,20,14,7558.06,539.86,109.76,2142.09,9,1,353,25.6,0.214,0.5,REGULAR,4.24,TRAIN
cust-07098,m-030,2,11,4702.96,427.54,27.38,1128.3,6,1,334,33.2,0.182,0.455,REGULAR,0.45,TRAIN
cust-07099,m-009,39,9,994.82,110.54,51.51,243.26,6,1,352,39.1,0.667,0.222,AT_RISK,8.29,TEST
cust-07100,m-039,12,7,763.08,109.01,88.81,135.07,4,1,275,43.8,0.571,0.286,REGULAR,3.26,TRAIN
cust-07101,m-043,54,9,8933.71,992.63,269.88,2567.7,7,1,331,34.6,0.667,0.444,AT_RISK,41.3,TRAIN
cust-07102,m-028,16,12,4672.27,389.36,23.81,1467.64,7,1,335,29.0,0.25,0.5,REGULAR,3.57,TRAIN
cust-07103,m-023,112,8,3510.4,438.8,62.45,1170.48,5,1,304,27.4,0.0,0.375,INACTIVE,100.0,TRAIN
cust-07104,m-006,74,5,710.13,142.03,87.62,310.45,3,1,357,70.8,0.4,0.6,INACTIVE,20.3,VALIDATION
cust-07105,m-035,25,7,7007.13,1001.02,662.22,1315.1,4,1,348,53.8,0.429,0.429,REGULAR,5.37,TRAIN
cust-07106,m-037,154,7,899.87,128.55,45.38,386.55,5,1,298,24.0,0.571,0.0,INACTIVE,100.0,VALIDATION
cust-07107,m-031,73,5,406.14,81.23,58.55,110.81,4,1,303,57.5,0.4,0.4,INACTIVE,41.26,TRAIN
cust-07108,m-004,65,5,4500.11,900.02,482.75,1721.89,4,1,313,62.0,0.2,0.2,INACTIVE,20.03,TRAIN
cust-07109,m-011,25,11,1240.19,112.74,42.92,250.22,7,1,331,30.6,0.182,0.273,REGULAR,5.65,TRAIN
cust-07110,m-003,10,8,2650.31,331.29,27.64,1321.96,6,1,335,46.4,0.125,0.25,REGULAR,2.23,VALIDATION
cust-07111,m-007,35,10,11711.41,1171.14,206.76,2427.55,6,1,351,35.1,0.1,0.2,AT_RISK,7.46,TRAIN
cust-07112,m-016,104,7,949.31,135.62,75.51,189.44,3,1,359,42.5,0.571,0.286,INACTIVE,100.0,TRAIN
cust-07113,m-019,20,15,2762.78,184.19,30.62,625.36,9,1,364,24.6,0.267,0.267,REGULAR,4.11,TEST
cust-07114,m-041,138,2,487.22,243.61,129.78,357.44,2,1,284,146.0,1.0,0.5,INACTIVE,36.32,TRAIN
cust-07115,m-038,13,5,576.59,115.32,42.2,172.06,4,1,238,56.2,0.4,0.0,REGULAR,4.08,TRAIN
cust-07116,m-005,3,10,3697.18,369.72,42.51,1257.16,7,1,311,34.2,0.1,0.4,REGULAR,0.72,TRAIN
cust-07117,m-047,24,8,656.63,82.08,31.12,191.8,7,1,289,37.9,0.375,0.375,REGULAR,6.21,VALIDATION
cust-07118,m-022,78,14,17300.72,1235.77,410.45,4174.73,8,1,363,21.9,0.357,0.286,INACTIVE,100.0,VALIDATION
cust-07120,m-046,21,5,1227.13,245.43,45.52,445.43,5,1,339,79.5,0.0,0.0,REGULAR,4.63,TRAIN
cust-07121,m-016,61,8,1571.29,196.41,75.51,445.18,4,1,360,42.7,0.375,0.125,INACTIVE,40.12,TRAIN
cust-07122,m-013,74,9,13222.11,1469.12,271.73,2897.77,5,1,358,35.5,0.333,0.444,INACTIVE,73.21,TRAIN
cust-07123,m-002,31,4,6180.34,1545.08,237.28,2972.2,3,1,240,69.7,0.0,0.75,AT_RISK,9.65,TRAIN
cust-07124,m-016,4,7,1298.5,185.5,75.51,445.18,5,1,188,30.7,0.429,0.143,REGULAR,1.59,TRAIN
cust-07125,m-033,18,7,7307.45,1043.92,348.67,2575.37,5,1,357,56.5,0.286,0.429,REGULAR,3.77,TRAIN
cust-07126,m-005,53,5,1594.95,318.99,42.51,632.0,5,1,288,58.8,0.4,0.2,AT_RISK,13.75,VALIDATION
cust-07127,m-007,90,7,8140.2,1162.89,206.76,2427.55,5,1,272,30.3,0.429,0.0,INACTIVE,100.0,TEST
cust-07128,m-006,88,7,1297.58,185.37,85.78,310.45,4,1,360,45.3,0.571,0.143,INACTIVE,82.33,TEST
cust-07129,m-012,40,13,3841.58,295.51,82.22,797.22,6,1,312,22.7,0.462,0.308,AT_RISK,35.53,VALIDATION
cust-07130,m-003,50,7,1246.2,178.03,27.64,636.95,6,1,359,51.5,0.286,0.429,AT_RISK,10.42,TRAIN
cust-07131,m-036,44,12,1496.78,124.73,30.39,371.58,7,1,359,28.6,0.167,0.417,AT_RISK,32.27,TEST
cust-07132,m-036,180,9,1081.06,120.12,28.43,371.58,7,1,358,22.2,0.333,0.333,INACTIVE,100.0,TRAIN
cust-07133,m-027,8,8,2790.05,348.76,55.42,874.84,5,1,218,30.0,0.25,0.125,REGULAR,2.74,TEST
cust-07134,m-021,1,8,3342.47,417.81,117.14,1082.64,5,1,331,47.1,0.25,0.5,REGULAR,0.23,TEST
cust-07135,m-009,28,3,362.09,120.7,66.56,188.25,3,1,353,162.5,0.333,0.333,NEW,5.93,TRAIN
cust-07136,m-042,59,8,776.91,97.11,39.21,237.72,5,1,333,39.1,0.25,0.5,AT_RISK,43.1,TRAIN
cust-07137,m-024,18,6,1998.24,333.04,23.95,876.6,4,1,268,50.0,0.5,0.5,REGULAR,5.02,TRAIN
cust-07138,m-036,6,7,672.95,96.14,30.39,154.58,5,1,363,59.5,0.286,0.429,REGULAR,1.24,VALIDATION
cust-07139,m-031,111,4,371.29,92.82,58.55,134.51,4,1,162,17.0,0.0,0.5,INACTIVE,100.0,TEST
cust-07140,m-038,46,5,831.21,166.24,103.23,365.65,3,1,292,61.5,0.6,0.0,AT_RISK,11.77,TRAIN
cust-07141,m-004,13,2,1513.78,756.89,732.09,781.69,2,1,358,345.0,0.0,0.5,NEW,2.72,TRAIN
cust-07142,m-031,91,6,458.18,76.36,51.92,103.84,3,1,303,42.4,0.333,0.5,INACTIVE,95.35,TRAIN
cust-07143,m-021,10,11,4552.0,413.82,39.92,1152.04,6,1,306,29.6,0.455,0.182,REGULAR,2.44,TRAIN
cust-07144,m-011,53,6,817.06,136.18,31.75,297.58,5,1,326,54.6,0.5,0.667,AT_RISK,12.16,TRAIN
cust-07145,m-022,8,12,14893.56,1241.13,410.45,4174.73,6,1,361,32.1,0.333,0.25,REGULAR,1.66,TRAIN
cust-07146,m-030,10,9,846.01,94.0,27.38,195.32,5,1,357,43.4,0.333,0.556,REGULAR,2.09,TRAIN
cust-07147,m-019,62,8,911.06,113.88,51.07,260.58,6,1,348,40.9,0.375,0.125,INACTIVE,44.97,TRAIN
cust-07149,m-020,27,7,1028.12,146.87,38.28,214.14,6,1,187,26.7,0.286,0.143,REGULAR,11.22,TRAIN
cust-07150,m-031,68,12,1538.24,128.19,57.06,287.19,9,1,331,23.9,0.333,0.25,INACTIVE,81.51,TRAIN
cust-07151,m-027,164,1,218.71,218.71,218.71,218.71,1,1,164,164.0,0.0,0.0,INACTIVE,74.55,TEST
cust-07152,m-042,110,10,1180.53,118.05,44.49,195.72,8,1,345,26.1,0.1,0.3,INACTIVE,100.0,TRAIN
cust-07153,m-035,14,12,15584.6,1298.72,390.48,2412.27,8,1,347,30.3,0.25,0.167,REGULAR,3.02,TRAIN
cust-07154,m-040,57,9,1593.84,177.09,32.37,574.12,5,1,345,36.0,0.222,0.333,AT_RISK,43.86,VALIDATION
cust-07155,m-007,88,12,12490.23,1040.85,486.95,1357.85,5,1,353,24.1,0.583,0.333,INACTIVE,100.0,TRAIN
cust-07156,m-033,40,3,2071.83,690.61,348.67,928.47,3,1,277,118.5,1.0,0.0,NEW,10.79,VALIDATION
cust-07157,m-044,135,7,1218.79,174.11,26.36,320.33,5,1,330,32.5,0.286,0.286,INACTIVE,100.0,TEST
cust-07158,m-006,22,10,1066.53,106.65,85.78,207.83,4,1,258,26.2,0.0,0.3,REGULAR,6.37,TRAIN
cust-07159,m-021,23,5,1502.82,300.56,117.14,540.84,3,1,197,43.5,0.0,0.2,REGULAR,8.71,TRAIN
cust-07160,m-004,23,4,4231.22,1057.8,482.75,1789.15,4,1,358,111.7,0.25,0.25,REGULAR,4.81,TRAIN
cust-07161,m-026,29,8,639.24,79.9,28.65,141.1,6,1,295,38.0,0.375,0.375,REGULAR,7.35,TEST
cust-07162,m-036,7,10,1390.36,139.04,28.43,371.58,7,1,306,33.2,0.6,0.1,REGULAR,1.71,TEST
cust-07163,m-045,3,16,1515.77,94.74,36.65,350.43,12,1,342,22.6,0.5,0.312,LOYAL,0.66,TRAIN
cust-07165,m-002,96,9,7301.36,811.26,237.28,2972.2,6,1,329,29.1,0.222,0.556,INACTIVE,100.0,TRAIN
cust-07167,m-024,22,10,5428.0,542.8,23.95,2142.09,8,1,324,33.6,0.3,0.5,REGULAR,5.08,TRAIN
cust-07168,m-012,16,18,4418.14,245.45,82.22,603.36,5,1,342,19.2,0.389,0.333,REGULAR,3.5,VALIDATION
cust-07171,m-024,0,9,2696.72,299.64,23.95,714.03,6,1,342,42.8,0.222,0.333,REGULAR,0.0,VALIDATION
cust-07172,m-003,68,4,1909.59,477.4,93.99,1227.87,4,1,295,75.7,0.25,0.0,INACTIVE,17.23,TRAIN
cust-07173,m-009,60,7,759.16,108.45,39.11,188.25,6,1,326,44.3,0.714,0.429,AT_RISK,37.31,TRAIN
cust-07174,m-026,12,9,1042.35,115.82,28.65,334.44,8,1,286,34.2,0.444,0.333,REGULAR,3.14,VALIDATION
cust-07175,m-034,169,4,444.61,111.15,64.12,155.4,4,1,355,62.0,0.75,0.25,INACTIVE,100.0,VALIDATION
cust-07176,m-031,111,3,782.07,260.69,86.64,403.53,3,1,176,32.5,0.0,0.0,INACTIVE,100.0,TEST
cust-07177,m-011,72,7,835.96,119.42,44.77,208.71,4,1,326,42.3,0.571,0.429,INACTIVE,61.06,TRAIN
cust-07178,m-024,115,8,1775.12,221.89,62.58,438.3,7,1,301,26.6,0.125,0.625,INACTIVE,100.0,TRAIN
cust-07179,m-005,51,4,636.98,159.24,54.06,247.41,4,1,136,28.3,0.25,0.0,AT_RISK,61.97,TRAIN
cust-07180,m-027,20,4,1554.26,388.56,67.39,833.14,3,1,135,38.3,0.25,0.75,REGULAR,11.03,TRAIN
cust-07181,m-023,10,9,1711.82,190.2,34.83,380.43,8,1,338,41.0,0.333,0.222,REGULAR,2.21,TEST
cust-07182,m-008,40,10,18181.24,1818.12,860.33,2774.3,5,1,322,31.3,0.5,0.1,AT_RISK,22.34,TRAIN
cust-07183,m-025,17,5,4020.83,804.17,391.84,1009.97,5,1,252,58.8,0.4,0.2,REGULAR,5.04,TEST
cust-07184,m-009,92,5,503.64,100.73,30.99,188.25,4,1,351,64.8,0.2,0.6,INACTIVE,60.4,TRAIN
cust-07185,m-042,47,8,566.32,70.79,30.27,118.86,7,1,285,34.0,0.625,0.375,AT_RISK,31.83,VALIDATION
cust-07186,m-038,20,10,2142.42,214.24,42.2,365.65,5,1,318,33.1,0.5,0.3,REGULAR,4.7,TRAIN
cust-07187,m-005,67,10,3151.44,315.14,25.41,1264.0,9,1,360,32.6,0.4,0.4,INACTIVE,65.52,TRAIN
cust-07188,m-047,35,11,1108.26,100.75,37.88,400.89,5,1,325,29.0,0.182,0.091,AT_RISK,17.05,TRAIN
cust-07189,m-005,6,6,1132.15,188.69,50.82,494.82,5,1,270,52.8,0.5,0.167,REGULAR,1.66,TRAIN
cust-07190,m-012,82,8,2683.47,335.43,113.76,1195.83,5,1,302,31.4,0.125,0.5,INACTIVE,96.2,TRAIN
cust-07191,m-021,0,11,4120.63,374.6,55.33,811.98,9,1,357,35.7,0.364,0.091,REGULAR,0.0,TEST
cust-07192,m-010,4,9,1082.39,120.27,27.0,270.08,7,1,358,44.2,0.667,0.333,REGULAR,0.84,TRAIN
cust-07193,m-009,51,7,875.99,125.14,35.76,199.68,6,1,336,47.5,0.286,0.286,AT_RISK,16.6,TRAIN
cust-07194,m-015,28,6,918.98,153.16,62.04,337.12,4,1,357,65.8,0.167,0.333,REGULAR,5.87,TRAIN
cust-07195,m-010,12,11,1126.11,102.37,27.0,215.76,8,1,350,33.8,0.364,0.455,REGULAR,2.56,VALIDATION
cust-07196,m-005,170,6,2290.7,381.78,158.96,632.0,6,1,364,38.8,0.333,0.5,INACTIVE,100.0,TRAIN
cust-07197,m-007,68,6,4886.66,814.44,206.76,1357.85,4,1,337,53.8,0.5,0.167,INACTIVE,36.39,TEST
cust-07199,m-014,15,3,1230.78,410.26,265.14,482.82,2,1,241,113.0,0.0,0.0,NEW,4.65,VALIDATION
cust-07200,m-028,27,7,1786.77,255.25,31.9,733.23,7,1,292,44.2,0.286,0.143,REGULAR,6.91,TEST
cust-07201,m-044,19,7,910.01,130.0,38.7,320.33,7,1,328,51.5,0.429,0.429,REGULAR,4.33,VALIDATION
cust-07204,m-018,13,14,1728.3,123.45,36.75,284.84,8,1,347,25.7,0.286,0.429,REGULAR,2.8,TRAIN
cust-07205,m-018,42,11,1085.41,98.67,36.32,381.36,7,1,318,27.6,0.273,0.273,AT_RISK,31.47,TRAIN
cust-07208,m-045,0,6,472.12,78.69,50.26,135.98,4,1,110,22.0,0.5,0.167,REGULAR,0.0,TRAIN
cust-07209,m-031,62,9,917.28,101.92,51.92,191.46,7,1,344,35.2,0.111,0.111,INACTIVE,53.68,TEST
cust-07210,m-026,2,9,1151.17,127.91,48.83,501.66,7,1,345,42.9,0.222,0.444,REGULAR,0.43,VALIDATION
cust-07211,m-040,47,13,3977.07,305.93,32.37,1606.84,7,1,311,22.0,0.462,0.308,AT_RISK,48.8,TRAIN
